GeneName	SW480_T0_Rep1_TPM	SW480_T0_Rep2_TPM	SW480_T24_Rep1_TPM	SW480_T24_Rep2_TPM	SW480_T48_Rep1_TPM	SW480_T48_Rep2_TPM	SW480_T72_Rep1_TPM	SW480_T72_Rep2_TPM
FBLN5	0.14	0.39	0.35	0.1	0.21	0.36	0	0.03
FBLN7	0.05	0.08	0.03	0.13	0.06	0.12	0.09	0.13
FBN1	0.58	0.57	0.54	0.56	0.39	0.43	0.34	0.33
FBN2	0.38	0.4	0.55	0.4	0.67	0.77	0.84	0.68
FBN3	0.94	1.05	0.96	0.92	0.44	0.44	0.95	0.56
FBP1	0.39	0.59	0.75	0.54	0.66	0.28	0.67	0.36
FBP2	0.04	0.04	0.04	0.1	0.21	0.05	0.08	0
FBRS	13.72	11.33	14.69	12.57	10.13	12.26	15.24	14.09
FBRSL1	58.49	50.46	57.14	56.31	45.85	55.46	36.76	47.29
FBXL12	12.25	14.47	11.77	12.13	13.92	13.03	11.83	11.86
FBXL13	1.03	0.84	0.47	0.74	1.91	1.03	1.14	1.63
FBXL14	13.1	13.53	10.25	11.69	11.61	11.34	8.83	7.11
FBXL15	5.63	4.65	5.9	4.62	3.39	3.82	3.57	2.93
FBXL16	5.45	5.56	4.19	4.28	4.5	4.17	3.66	3.58
FBXL17	5.75	4.75	7	6.1	7.35	7.67	5.37	2.31
FBXL18	4.89	4.82	3.88	3.96	4.59	4.17	4.04	4.06
FBXL19	10.58	10.4	11.06	9.8	10.14	13.2	13.78	12.13
FBXL2	2.82	3.02	2.51	2.78	2.91	3.02	6.97	5.01
FBXL20	3.96	4.05	3.42	3.16	3.74	3.58	4.28	3.28
FBXL22	0.61	0.56	0.77	0.6	0.57	0.33	0.56	0.37
FBXL3	11.26	11.06	10.27	10.69	10.3	11.3	9.09	6.41
FBXL4	7.51	8.34	6.94	7.32	8.4	8.51	6.39	5.36
FBXL5	14.67	14.09	13.53	16.01	16.65	17.56	18.65	13.17
FBXL6	17.53	19.26	18.97	18.54	13.8	15.7	14.11	11.07
FBXL7	0.14	0.03	0.06	0.04	0.07	0.17	0.15	0.09
FBXL8	5.44	5.08	5.1	4.18	3.35	2.99	4.9	4.83
FBXO10	6.73	7.18	5.38	4.83	6.21	5.06	5.59	4.63
FBXO11	24.02	23.5	24.03	22.36	22.5	21.59	26.23	19.88
FBXO15	0.35	0.65	0.69	0.66	0.67	1.37	0.68	1.3
FBXO16	2.87	3.56	4.02	3.11	4.37	3.8	4.42	4.6
FBXO17	35.83	39.73	34.17	34.84	31.01	32.09	27.43	20.48
FBXO2	33.61	30	37.3	34.28	35.87	32.15	23.79	16.98
FBXO21	26.37	27.66	23.12	24.79	25.66	28.93	28.55	21.94
FBXO22	44.39	48.33	45.12	40.27	42.03	44.52	36.43	26.22
FBXO24	0.55	0.43	0.55	0.35	0.73	0.37	0.65	0.64
FBXO25	10.27	12.56	10.7	10.94	11.84	12.96	8.42	5.83
FBXO27	23.13	20.85	23.24	22.4	23.4	24.07	22.84	18.32
FBXO28	21.17	21.63	20.27	19.14	20.67	23.13	20.04	15.15
FBXO3	11.57	13.24	12.85	11.77	13.21	12.72	13.01	8.25
FBXO30	2.41	2.39	2.49	2.44	2.32	2.56	2.49	1.77
FBXO31	15.53	14.45	13.67	12.55	12.58	14.83	12.05	9.16
FBXO32	0.24	0.12	0.2	0.18	0.41	0.57	0.84	0.69
FBXO33	5.57	5.62	4.55	5.29	6.13	5.61	6.83	4.77
FBXO34	10.44	10.19	8.96	9.34	9.98	9.11	9.89	6.54
FBXO36	0.61	0.75	0.67	0.58	0.75	0.79	1.61	1.42
FBXO38	17.66	18.09	16.41	16.19	15.95	14.36	19.98	15.18
FBXO39	0	0	0	0	0.06	0.14	0	0
FBXO4	11.83	10.4	7.78	11.39	10.93	10.05	6.78	6.73
FBXO40	0.01	0	0	0	0.02	0	0.02	0
FBXO41	12	12.11	11.72	10.32	10.42	9.49	8.26	7.68
FBXO42	10.15	10.59	9.45	9.63	9.63	9.66	6.66	5.71
FBXO43	0.41	0.46	0.42	0.45	0.42	0.43	0.4	0.29
FBXO44	17.73	17.7	17.03	17.76	15.01	14.43	15.88	13.16
FBXO45	15.16	15.6	14.33	14.85	14.1	15.25	10.54	8.22
FBXO46	20.03	18.15	14.19	11.71	13.37	12.98	12.99	11
FBXO47	0	0.02	0	0	0	0.02	0.02	0
FBXO48	0.6	0.64	0.45	0.51	0.43	0.46	0.38	0.36
FBXO5	15.5	16.24	14.72	15.37	14.93	14.53	11.7	8.23
FBXO6	3.06	2.51	3.2	2.93	3.15	2.59	2.2	2.57
FBXO7	42.27	40.33	38.57	37.26	40.82	41.37	36.45	28.67
FBXO8	8.15	8.54	7.08	7.85	8.66	7.29	5.74	5.39
FBXO9	24.36	25.3	25.38	24.82	22.27	19.93	21.44	18.74
FBXW10	0.02	0.06	0.05	0.08	0.07	0	0	0.09
FBXW11	23.66	24.82	20.88	20.59	23.17	24.13	21.9	16.61
FBXW12	0.22	0.3	0.44	0.44	0.19	0.48	0.2	0.19
FBXW2	22.22	22.33	19.59	20.22	23.12	23.24	24.93	18.17
FBXW4	16.93	14.38	14.01	14.12	15.75	16.65	14.04	13.15
FBXW5	40.83	41.4	41.66	39.11	35.02	37	29.88	25.16
FBXW7	25.87	26.29	25.06	27.14	33.19	32.18	45.49	33.03
FBXW8	4.62	4.8	5.45	4.3	3.87	4.26	3.76	3.39
FBXW9	7.91	9.49	7.61	7.63	8.36	9.41	7.93	6.24
FCAMR	0	0.02	0.05	0	0.06	0.05	0.04	0
FCAR	0	0	0	0	0.12	0	0	0
FCER1A	0	0	0	0	0	0	0	0
FCER1G	0.21	0.22	0.2	0.34	0.23	0.24	0.23	0.13
FCER2	0.07	0	0.02	0.1	0.03	0.03	0	0
FCF1	33.83	33.14	33.49	32.13	36.03	34	35.6	23.17
FCGBP	0.14	0.16	0.18	0.35	0.15	0.18	0.15	0.1
FCGR1A	0	0	0.06	0.05	0.07	0.24	0.03	0.04
FCGR1B	0	0	0.03	0	0.07	0	0.03	0.06
FCGR2A	0.03	0.02	0.02	0	0	0.13	0.07	0
FCGR2B	0	0	0.02	0	0.05	0.08	0	0.01
FCGR3A	0	0	0	0	0	0	0	0
FCGR3B	0	0	0	0.07	0	0.05	0	0
FCGRT	32.29	26.98	32.79	31.99	49.53	47.92	50.15	39.99
FCHO1	3.86	3.51	3.5	2.95	4.19	3.49	4.68	2.34
FCHO2	3.38	4.29	3.94	4.03	4.03	5.49	6.01	5.14
FCHSD1	10.1	9.29	9.46	8.9	8.89	8.07	20.61	13.51
FCHSD2	7.04	7.84	7.38	6.89	7.74	7.75	7.38	6.69
FCMR	0.12	0.02	0.05	0.13	0.03	0.38	0.45	0.26
FCN1	0	0	0	0	0.01	0.01	0	0
FCN2	0	0	0	0	0.06	0	0	0
FCN3	0	0	0.05	0.06	0.11	0.06	0	0
FCRL1	0	0	0	0	0.02	0	0	0
FCRL2	0	0.03	0	0	0	0.04	0	0.04
FCRL3	0	0	0	0.04	0	0	0	0
FCRL4	0	0	0.01	0	0	0.02	0	0
FCRL5	0	0	0	0	0	0	0.02	0
FCRL6	0	0	0.12	0.12	0	0.27	0.21	0
FCRLA	0.07	0.03	0.16	0.25	0.1	0.08	0	0
FCRLB	0.27	0.27	0.13	0.27	0.08	0.29	0.18	0.17
FDCSP	1.21	1.39	1.07	2.15	5.06	4.23	25.17	17.72
FDFT1	50.48	46.76	42.17	39.89	49.53	47.99	53.46	36.9
FDPS	113.24	110.41	106.92	108.95	118.04	118.92	97.98	73.58
FDX1	9.39	10.27	9.51	10.1	8.76	8.78	3.65	3.03
FDX2	33.28	28.5	33.49	30.3	31.34	31.76	24.94	16.16
FDXACB1	2.7	2.24	1.98	2.45	2.24	2.81	1.79	1.88
FDXR	10.09	12.06	8.87	8.03	8.32	6.5	7.88	6.59
FECH	28.66	29.07	22.92	27.53	28.02	26.86	20.01	15.43
FEM1A	1.82	1.62	1.41	1.34	1.38	1.37	0.93	0.76
FEM1B	44.9	46.71	45.79	42.74	44.86	40.3	34.45	24.45
FEM1C	6.32	6.38	5.87	5.7	6.1	6.09	8.46	7.57
FEN1	51.34	50.81	44.09	43.05	49.18	48.98	37.35	29.22
FER	7.86	9.5	7.83	8.31	8.13	9.11	7.69	8.22
FER1L5	0.06	0.09	0.06	0.08	0.07	0.07	0.07	0.17
FER1L6	0.02	0	0.01	0	0.02	0.01	0	0.01
FERD3L	0.14	0.21	0.46	0	0.56	0.69	0.62	0
FERMT1	27.11	28.19	30.5	29.74	34.92	36.09	28.86	22.01
FERMT2	5.89	5.57	5.12	5.41	7.12	6.53	9.49	5.79
FERMT3	1.64	1.39	2.42	1.15	1.8	1.23	1.5	1.89
FES	0.13	0.13	0.35	0.16	0.26	0.41	0.26	0.03
FETUB	0	0	0	0.02	0	0	0	0
FEV	0	0	0	0.02	0	0.03	0.03	0.14
FEZ1	0.25	0.28	0.22	0.25	0.55	0.14	0	0.25
FEZ2	12.59	11.9	9.68	9.21	7.73	7.28	7.25	5.09
FEZF1	0	0.04	0.1	0.1	0.27	0	0.06	0.09
FEZF2	0	0	0	0	0	0	0	0
FFAR1	0	0.02	0.02	0.03	0.04	0	0	0.05
FFAR2	0	0	0	0	0.03	0.03	0	0
FFAR3	0	0	0	0	0.03	0	0	0.05
FFAR4	0	0	0	0.01	0.01	0.05	0.01	0
FGA	0.11	0.3	0.35	0.4	0.29	0.41	0.68	0.48
FGB	0.2	0	0.23	0.09	0.14	0.13	0	0.03
FGD1	1.56	1.47	1.35	1.51	1.43	1.66	1.74	1.41
FGD2	0	0.03	0.14	0.03	0.15	0.08	0.01	0.05
FGD3	0.13	0.41	0.52	0.24	0.35	0.46	0.38	0.26
FGD4	4.66	5.26	4.14	4.77	5.2	4.72	6.99	3.92
FGD5	19.69	18.15	22.23	19.23	19.93	19.17	13.27	9.14
FGD6	4.61	5.11	5.41	4.69	6.17	6.88	9.38	7.66
FGF1	0.29	0.35	0.28	0.37	1.05	0.92	1.06	1.08
FGF10	0	0	0	0.03	0.07	0	0	0
FGF11	1.55	1.67	1.51	1.48	1.19	1.52	1.42	0.79
FGF12	0.15	0	0.22	0.36	0	0.16	0.14	0.16
FGF13	3.25	3.06	3.94	3.15	4.57	4.36	5.08	4.99
FGF14	0.31	0.52	0.61	0.37	1.04	0.27	1.09	1.4
FGF16	0	0	0.03	0.02	0.03	0	0	0
FGF17	1.98	1.55	1.43	1.37	1.09	0.83	1.11	1.48
FGF18	4.48	4.3	4.19	4.4	5.02	4.9	3.76	2.12
FGF19	106.37	109.53	85.1	85.93	82.12	86.27	58.22	47.26
FGF2	0.1	0.06	0.05	0.02	0.06	0.03	0.04	0.08
FGF20	23.66	22.79	29.41	24.36	50.07	46.37	84.77	67.96
FGF21	11.99	10.86	7.28	8.05	7.13	6.75	1.15	0.76
FGF22	0.14	0.06	0.04	0.05	0	0.08	0.03	0.04
FGF23	0	0	0	0	0.07	0.02	0.1	0.06
FGF3	42.16	42.68	37.42	38.63	42.1	45.15	39.5	28.04
FGF4	0	0	0.1	0.01	0.03	0.02	0.03	0.02
FGF5	0	0	0.17	0.01	0	0.02	0.01	0
FGF6	0	0	0.07	0	0.26	0	0	0
FGF7	0.02	0.04	0.04	0.02	0.13	0.19	0.14	0.01
FGF8	0.08	0.19	0.06	0.12	0.1	0.23	0.13	0.39
FGF9	7.7	7.53	6.67	6.58	8.09	6.32	7.15	4.57
FGFBP1	0.83	0.62	0.57	0.57	0.47	0.57	0.73	0.32
FGFBP2	0.04	0	0	0	0	0.21	0.09	0
FGFBP3	1.6	1.72	1.35	1.69	1.51	1.31	1.82	1.79
FGFR1	16.24	17.81	15.74	16.1	15.81	17.52	12.15	11.93
FGFR1OP	11.65	10.89	11.88	11.88	9.97	14.67	13.57	11.56
FGFR1OP2	42.84	42.95	42.01	41.71	41.67	42.58	41.95	32.04
FGFR2	0.17	0.25	0.41	0.19	0.25	0.24	0.41	0.42
FGFR3	6.7	7.71	11.68	7.74	8.46	6.89	6.01	4.46
FGFR4	42.57	41.36	39.34	39.99	36.7	38.49	27.02	22.16
FGFRL1	223.49	213.69	216.11	195.84	147.38	141.16	61.98	50.48
FGG	0.18	0.07	0.13	0.14	0.45	0.12	0.49	0.04
FGGY	10.61	10.09	8.5	11.6	13.91	13.24	15.73	12.23
FGL1	0.04	0	0.08	0	0.05	0.03	0.05	0.11
FGL2	0.35	0.2	0.26	0.26	0.28	0.32	0.64	0.51
FGR	0.21	0.02	0.1	0.14	0.13	0.04	0.21	0.15
FH	103.54	105.41	96.12	103.65	101.11	104.25	74.48	52.73
FHAD1	0.35	0.7	0.52	0.3	0.92	0.55	0.85	0.35
FHDC1	11.97	11.7	9.01	8.73	8.05	8.03	4.07	3.9
FHIT	3.59	3.21	3.65	4.01	3.73	3.54	2.96	1.93
FHL1	1.29	1.88	1.52	1.2	1.66	1.46	0.87	0.52
FHL2	28.74	29.69	25.18	26.02	27.07	28.97	17.01	13.91
FHL3	2.48	3.11	2.71	2.48	2.24	2.54	2.05	1.9
FHL5	0	0	0	0	0	0	0	0
FHOD1	10.63	10.92	7.99	8.11	5.88	6.54	9.4	5.66
FHOD3	7.39	6.71	6.14	6.99	12.33	13.25	14.33	11.56
FIBCD1	31.16	27.36	23.03	23.35	22.57	23.94	13.85	11.59
FIBIN	0.05	0.02	0.02	0.05	0.03	0	0.08	0.03
FIBP	89.16	94.72	98.85	93.95	92.98	97.79	71.45	59.39
FICD	4.95	3.81	4.51	3.58	3.73	3.84	4.52	3.26
FIG4	6.94	5.6	6.19	6.79	6.77	7.7	5.55	4.04
FIGLA	0	0	0	0	0	0	0	0
FIGN	0.03	0.1	0.09	0.06	0.1	0.24	0.11	0.12
FIGNL1	22.55	25.62	19.79	21.27	21.52	21.27	18.35	13.46
FIGNL2	0.04	0.05	0.09	0.01	0.07	0.08	0	0.05
FILIP1	0.11	0.12	0.11	0.08	0.21	0.11	0.15	0.13
FILIP1L	2.15	2.08	2.1	1.8	4.13	4.27	6.98	4.91
FIP1L1	42.63	48.98	45.27	46.8	45.43	47.17	48.19	39.1
FIS1	145.76	138.19	143.44	136.06	143.64	142.79	115.67	76.94
FITM1	0.09	0	0.19	0	0.15	0.08	0.2	0.43
FITM2	4.93	5.41	3.95	3.85	4.88	4.94	4.2	3.7
FIZ1	12.24	13.27	11.19	9.64	11.24	10.45	7.85	6.76
FJX1	8.35	8.65	8.66	7.32	9.8	8.06	8.33	7.42
FKBP10	69.65	73	68.26	66.1	63.78	59.01	71.6	56.58
FKBP11	24.48	25.46	27.8	25.22	20.02	21.83	15.82	11.71
FKBP14	14.61	15.28	13.09	12.68	13.64	13.58	17.88	13.19
FKBP15	6.4	7	5.88	6.35	6.28	6.25	7.9	6.61
FKBP1A	90.36	90.66	87.94	89.73	98.09	100.97	81.75	74.87
FKBP1B	2.85	2.94	2.06	2.02	2.09	2.38	1.5	1.18
FKBP1C	0.73	0.98	1.14	0.83	1.2	1	0.78	0.59
FKBP2	65.08	58.6	70.89	65.87	76.7	71.74	79.32	51.18
FKBP3	57.83	60.57	58.21	58.77	62.89	64.48	56.2	43.54
FKBP4	122.1	130.06	113.84	113.05	125.03	122.63	134.73	95.85
FKBP5	7.95	9.17	8.05	7.87	8.07	8.41	6.67	6.08
FKBP6	0.1	0	0	0	0	0	0.07	0
FKBP7	8.7	8.46	7.09	6.5	10.23	7.64	13.14	9.54
FKBP8	106.89	102.38	103.35	101.54	109.48	106.04	106.96	83.24
FKBP9	200.49	181.49	204.29	193.91	193.32	183.68	82.64	53.51
FKBPL	3.9	4.12	3.76	4.25	3.63	4.1	3.15	2.93
FKRP	22.62	22.14	23.02	21.94	20.59	20.02	21.99	15.07
FKTN	8.72	7.68	8.29	8.05	5.17	4.74	6.07	3.96
FLAD1	37.48	33.81	30.07	28.23	32.5	29.24	28.43	21.57
FLCN	7.35	8.74	7.76	7.76	6	6.76	5.9	5.17
FLG	0.64	0.77	0.54	0.45	0.63	0.57	0.54	0.52
FLG2	0.07	0.03	0.04	0.03	0.04	0.05	0.03	0.06
FLI1	0.17	0.11	0.17	0.12	0.27	0.15	0.12	0.05
FLII	86.64	93.94	95.7	83.46	73.21	68.89	77.78	58.86
FLNA	298.63	290.52	223.92	208.35	240.79	234.5	274.33	219.77
FLNB	32.28	29.76	27.95	26.45	30.85	28.92	25.53	20.35
FLNC	5.6	5.27	9.56	6.69	5.43	5.54	2.86	3.11
FLOT1	74.58	75.25	71.45	63.98	67.66	63.97	57.33	47.04
FLOT2	19.54	21.3	21.83	20.17	22.34	24.21	27.83	21.76
FLRT2	0.27	0.03	0.28	0.4	0.27	0.42	0.65	0.53
FLRT3	1.86	1.77	2.21	1.91	5.03	3.91	6.79	5.47
FLT1	0.18	0.18	0.16	0.13	0.24	0.22	0.29	0.17
FLT3	0	0	0	0	0	0	0	0
FLT3LG	2.65	1.9	2.51	2.3	2.54	2.99	2.79	1.83
FLT4	0.06	0	0.02	0.02	0.02	0.11	0.01	0.01
FLVCR1	7.28	7.8	9.76	7.61	8.42	8.64	8.03	5.91
FLVCR2	0.26	0.05	0.06	0.27	0.15	0.23	0.35	0.06
FLYWCH1	10.39	10.96	7.76	8.37	8.82	9.64	12.06	8.1
FLYWCH2	13.05	13.68	14.19	14.24	12.36	15.78	15.4	10.47
FMC1	16.33	14.13	12.02	15.22	19.72	17.54	14.94	7.98
FMN1	2.95	2.47	1.64	2.48	3.27	2.63	2.85	2.66
FMN2	0.08	0.09	0.07	0.06	0.09	0.21	0.26	0.33
FMNL1	19.03	20.06	23.58	21.16	21.98	19.92	18.82	15.44
FMNL2	12.15	12.66	9.74	10.23	9.71	10.45	9.64	7.28
FMNL3	3.77	3.77	3.58	2.89	3.49	3.36	4.14	2.52
FMO1	0	0.01	0	0.16	0	0	0.09	0.02
FMO2	0.01	0.04	0	0.03	0.08	0.04	0	0.02
FMO3	0.75	0.62	0.48	0.8	0.61	0.82	0.02	0.13
FMO4	0.4	0.34	0.29	0.72	0.64	0.71	1.03	0.72
FMO5	0.71	0.83	0.73	0.87	1.06	1.17	1.77	0.93
FMOD	0.09	0.04	0.01	0.03	0.21	0.5	0.45	0.39
FMR1	21.31	21.32	23.94	22.83	25.72	23.09	25.22	17.89
FMR1NB	0	0	0	0	0	0	0	0
FN1	2.59	2.39	1.91	2.67	2.88	3.16	5.88	5.51
FN3K	4.79	2.81	3.13	3.06	2.63	2.65	3.03	1.83
FN3KRP	17.4	16.46	15.58	14.42	16.97	15.07	16.76	12.13
FNBP1	7.35	8.78	6.75	6.73	7.93	5.98	8.5	7.63
FNBP1L	30.23	31	29.29	28.86	36.91	38.04	47.18	35.58
FNBP4	46.47	45.72	40.45	44.06	32.77	33.9	47.9	44.84
FNDC1	0	0.01	0	0	0.02	0.01	0	0
FNDC10	7.08	6.28	4.98	5.84	7.13	7.01	6.28	5.71
FNDC11	0.18	0.22	0.5	0.34	0.4	0.36	0.4	0.2
FNDC3A	45.85	49.21	41.49	42.15	62.48	61.97	66.92	52.32
FNDC3B	7.56	8.58	5.81	7.34	8.46	7.36	10.31	7.08
FNDC4	1.17	1.09	1.01	1.02	1.23	1.27	1.88	1.22
FNDC5	0.24	0.33	0.38	0.43	0.31	0.79	0.09	0.08
FNDC7	0.04	0.04	0	0.02	0.06	0.05	0.03	0.04
FNDC8	0.13	0.05	0.04	0.11	0.24	0.06	0	0.15
FNDC9	0.02	0.15	0.02	0.05	0	0	0	0.06
FNIP1	5.98	5.97	5.96	5.77	6.39	7.08	7.37	5.99
FNIP2	3.73	3.25	2.64	2.16	3.4	4.09	4.65	3.89
FNTA	22.74	24.12	20.86	21.6	21.98	21.76	22.74	16.19
FNTB	7.84	7.51	7.05	6.15	7.72	9.76	7.05	6.31
FOCAD	13.4	12.55	11.25	11.93	15.53	13.98	12.27	11.59
FOLH1	0	0	0	0	0.23	0	0.03	0.16
FOLR1	36.79	34.17	43.29	37.92	63.48	65.95	60.46	47.32
FOLR2	0.06	0	0.05	0.03	0.06	0	0	0.14
FOLR3	0	0	0.25	0.41	0.49	0.24	0.4	0.26
FOPNL	20.14	21.85	18.71	21.28	23.15	21.9	24.05	17.71
FOS	6.68	6.91	4.86	4.99	6.7	5.65	5.75	5.08
FOSB	1.09	0.91	0.66	0.59	0.74	1.2	2.01	1.35
FOSL1	23.99	23.84	19.34	19.22	20.72	20.2	31.81	32.51
FOSL2	19.96	18.17	21.48	19.65	21.73	21.84	19.92	17.17
FOXA1	2.18	2.54	1.59	1.83	2.17	2.49	6.11	4.53
FOXA2	3.36	3.59	3.75	3.4	4.29	4.28	6.79	5.55
FOXA3	14.24	13.2	10.46	10.02	10.47	8.75	5.98	4.27
FOXB1	0.25	0.02	0.01	0.09	0.47	0.08	0.05	0.25
FOXB2	0	0	0	0	0.04	0	0.04	0
FOXC1	1.61	1.48	1.75	1.71	1.57	1.42	1.88	1.54
FOXC2	0	0	0	0.02	0.02	0.07	0	0
FOXD1	1.1	0.66	0.57	0.74	0.57	0.95	0.5	0.55
FOXD2	0.02	0.03	0.04	0.02	0.04	0.04	0.01	0.01
FOXD3	0.17	0.11	0.33	0.23	0.22	0.38	0.34	0.17
FOXD4	0.33	0.21	0.22	0.16	0.26	0.14	0.12	0.22
FOXD4L1	0.1	0.14	0.17	0.12	0.15	0.07	0.14	0.09
FOXD4L3	0	0.16	0.14	0.02	0	0.07	0	0.04
FOXD4L4	0.05	0.18	0	0.15	0.21	0.21	0.16	0.31
FOXD4L5	0.16	0.11	0.22	0.11	0.04	0.12	0.03	0.02
FOXD4L6	0.21	0	0	0.02	0.12	0	0.21	0
FOXE1	0.01	0	0.01	0.02	0.01	0.02	0.03	0.03
FOXE3	0.02	0.02	0	0.01	0.05	0	0	0.03
FOXF1	0	0	0.01	0.02	0.01	0.02	0.04	0
FOXF2	3.43	3.4	3.32	3.37	2.54	2.66	2.62	2.4
FOXG1	1.07	1.06	0.99	0.75	0.8	0.71	1.05	0.89
FOXH1	0.39	0.34	0.27	0.29	0.14	0.05	0.48	0.19
FOXI1	0.07	0.05	0.04	0.07	0.13	0.03	0.08	0.06
FOXI2	0	0	0.03	0.01	0.02	0	0	0.02
FOXI3	0.03	0.1	0.08	0.02	0.02	0.02	0	0.02
FOXJ1	0.44	0.41	0.47	0.54	1.03	1.11	1.21	1.03
FOXJ2	3.57	4.22	3.91	3.52	3.66	3.35	4.33	4.19
FOXJ3	12.17	11.51	11.01	10.37	10.1	10.8	13.11	12.2
FOXK1	18.27	18.47	15.62	14.52	13.53	14.4	11.08	8.79
FOXK2	42.43	42.43	40.86	37.02	40.18	40.79	48.03	34.57
FOXL1	0.5	0.33	0.38	0.26	0.37	0.48	0.26	0.49
FOXL2	1.55	1.36	1.24	1.2	1.01	1.31	1.05	0.92
FOXL2NB	2.02	2.19	2.16	2.26	1.72	1.49	2.17	1.51
FOXM1	45.16	45.87	47.74	46.43	42.19	42.64	33.72	28.39
FOXN1	0.64	0.72	0.76	0.97	0.64	0.46	0.49	0.26
FOXN2	20.81	23.75	16.16	16.33	14.47	14.99	12.7	9.13
FOXN3	7.73	7.59	7.73	7.01	7.87	7.42	8.13	6.55
FOXN4	0.01	0.04	0.1	0.03	0.09	0.08	0.03	0.02
FOXO1	0.79	0.85	0.75	0.55	1.15	0.95	1.17	1.13
FOXO3	9.56	8.91	7.87	7.14	7.86	7.44	7.83	5.75
FOXO3B	2.83	3.46	2.82	2.84	2.84	2.82	2.19	1.95
FOXO4	9.64	9.89	8.03	6.61	8.69	8.93	9.41	6.41
FOXO6	0.75	0.81	0.99	0.74	1.1	0.76	1.03	0.69
FOXP1	2.91	3.84	4.2	3.58	4.35	4.67	3.82	3.54
FOXP2	0.52	0.68	0.82	0.58	1.11	0.75	1.75	1.27
FOXP3	0.44	0.43	0.43	0.39	0.25	0.33	0.15	0.19
FOXP4	6.73	6.25	6.79	5.78	6.57	6.27	5.33	6.32
FOXQ1	44.97	46.63	38	38.08	46.84	47.88	47.37	40.89
FOXR1	0	0	0	0	0	0.06	0	0
FOXR2	0.05	0.02	0	0.02	0.05	0.03	0	0.03
FOXRED1	23.78	25.27	20.67	21.85	18.01	18.04	16.29	12.6
FOXRED2	12.15	11.43	9.04	8.26	8.56	8.36	8.7	6.44
FOXS1	0.04	0.11	0.24	0.21	0.12	0.09	0.2	0.09
FPGS	22.03	24.34	21.41	20.2	21.13	19.55	30.19	24.11
FPGT	2.66	3.08	3.76	4.25	4.83	3.87	3.62	2.25
FPGT-TNNI3K	0.82	0.16	0.1	0.06	0.15	0.43	0.2	0.21
FPR1	0	0	0	0	0.05	0	0.08	0
FPR2	0	0	0.05	0.01	0.02	0.04	0	0
FPR3	0	0	0	0.02	0	0.03	0.11	0.03
FRA10AC1	10.35	10.13	10.5	11.9	12.89	10.41	10.88	7.59
FRAS1	3.21	3.38	3.27	2.44	1.97	1.82	1.37	0.9
FRAT1	1.14	1.03	0.86	1.08	1.14	0.81	0.69	0.71
FRAT2	7.94	8.21	7.08	7.38	9.26	9.12	9.07	6.67
FREM1	0.35	0.18	0.22	0.2	0.34	1.03	0.28	0.24
FREM2	3.27	3.39	2.65	2.5	3.92	3.72	4.27	3.87
FREM3	0	0.01	0.01	0	0.01	0.01	0	0
FRG1	40.7	41.34	40.87	42.09	45.13	39.84	48.39	32.32
FRG2	0.06	0.04	0.04	0.05	0.2	0.11	0.15	0.17
FRG2B	0.03	0.16	0.05	0.05	0.11	0	0.12	0
FRG2C	0.03	0.12	0.06	0.06	0.05	0.11	0.02	0.03
FRK	1.43	1.51	1.02	1.13	1.18	1.03	1.34	1.02
FRMD1	0.22	0.39	0.2	0.31	0.23	0.31	0.3	0.24
FRMD3	0.13	0.2	0.18	0.06	0.18	0.06	0.09	0.25
FRMD4A	3.62	3.2	3.09	2.75	3.11	3.16	3.28	1.79
FRMD4B	1.13	1.17	0.85	0.94	2.09	1.92	3.06	2.27
FRMD5	2.82	2.13	1.81	1.59	2.04	2.21	2.88	1.87
FRMD6	2.19	2.52	2.11	1.65	3.52	4.08	4.78	4.7
FRMD7	0.05	0	0.02	0.05	0.02	0.02	0.05	0.08
FRMD8	15.26	14.71	12.03	12.63	13.27	13.85	11.48	8.41
FRMPD1	0.19	0.16	0.15	0.14	0.25	0.33	0.39	0.45
FRMPD2	0	0	0	0	0.12	0	0	0
FRMPD3	0	0	0	0	0.01	0.01	0.01	0.01
FRMPD4	0	0	0.01	0.01	0.01	0.01	0.01	0.01
FRRS1	2.06	2.04	1.66	1.98	2.24	2.36	2	1.37
FRRS1L	0	0	0	0	0	0	0.01	0
FRS2	10.95	11.19	8.6	8.68	9.17	9.57	9.38	8.26
FRS3	2	1.8	1.96	1.72	1.62	1.93	2.18	1.63
FRY	0.19	0.15	0.21	0.09	0.27	0.22	0.4	0.24
FRYL	11.39	11.01	9.73	10.63	10	10.28	15.49	10.9
FRZB	0	0.01	0	0.01	0.02	0.04	0.02	0.02
FSBP	6.51	8	6.28	6.76	7.31	7.41	9.65	6.62
FSCB	0.02	0.02	0.01	0	0.03	0	0.02	0
FSCN1	48.81	46.64	41.96	39.36	51	54.35	50.46	43.97
FSCN2	3.1	3.23	3.25	2.5	2.05	2.42	2.01	1.58
FSCN3	0.4	0.17	0.51	0.27	0.6	0.27	0.41	0.34
FSD1	9.1	7.9	8.11	7.2	5.71	7.39	6.04	4.3
FSD1L	1.62	2.45	2.15	1.92	1.73	1.66	1.85	1.3
FSD2	0.29	0.12	0.23	0.16	0.1	0.14	0.08	0.08
FSHB	0	0	0	0	0	0	0	0
FSHR	0	0	0	0.01	0	0.08	0.18	0
FSIP1	0.29	0.26	0.23	0.34	0.32	0.43	0.35	0.19
